"","st","agec2","year","N_IPD"
"1","1","<5 years",1998,7
"2","1","<5 years",1999,6
"3","1","<5 years",2000,8
"4","1","<5 years",2001,3
"5","1","<5 years",2002,5
"6","1","<5 years",2003,1
"7","1","<5 years",2004,8
"8","1","<5 years",2005,7
"9","1","<5 years",2006,7
"10","1","<5 years",2007,4
"11","1","<5 years",2008,6
"12","1","<5 years",2009,7
"13","1","5-49 years",1998,49
"14","1","5-49 years",1999,34
"15","1","5-49 years",2000,29
"16","1","5-49 years",2001,27
"17","1","5-49 years",2002,19
"18","1","5-49 years",2003,23
"19","1","5-49 years",2004,18
"20","1","5-49 years",2005,29
"21","1","5-49 years",2006,33
"22","1","5-49 years",2007,20
"23","1","5-49 years",2008,35
"24","1","5-49 years",2009,24
"25","1","5-49 years",2010,21
"26","1","5-49 years",2011,4
"27","1","5-49 years",2012,5
"28","1","5-49 years",2013,2
"29","1","5-49 years",2016,1
"30","1","5-49 years",2018,1
"31","1","5-49 years",2019,1
"32","1","5-49 years",2022,1
"33","1","50+ years",1998,31
"34","1","50+ years",1999,19
"35","1","50+ years",2000,13
"36","1","50+ years",2001,14
"37","1","50+ years",2002,8
"38","1","50+ years",2003,16
"39","1","50+ years",2004,10
"40","1","50+ years",2005,16
"41","1","50+ years",2006,16
"42","1","50+ years",2007,18
"43","1","50+ years",2008,22
"44","1","50+ years",2009,14
"45","1","50+ years",2010,13
"46","1","50+ years",2011,6
"47","1","50+ years",2012,2
"48","1","50+ years",2013,2
"49","10A","<5 years",1998,3
"50","10A","<5 years",1999,1
"51","10A","<5 years",2000,4
"52","10A","<5 years",2001,3
"53","10A","<5 years",2002,6
"54","10A","<5 years",2003,5
"55","10A","<5 years",2004,4
"56","10A","<5 years",2005,7
"57","10A","<5 years",2006,8
"58","10A","<5 years",2007,11
"59","10A","<5 years",2008,4
"60","10A","<5 years",2009,8
"61","10A","<5 years",2010,7
"62","10A","<5 years",2011,4
"63","10A","<5 years",2012,8
"64","10A","<5 years",2013,4
"65","10A","<5 years",2014,10
"66","10A","<5 years",2015,10
"67","10A","<5 years",2016,4
"68","10A","<5 years",2017,4
"69","10A","<5 years",2018,6
"70","10A","<5 years",2019,5
"71","10A","<5 years",2020,2
"72","10A","<5 years",2021,3
"73","10A","<5 years",2022,5
"74","10A","5-49 years",1998,9
"75","10A","5-49 years",1999,8
"76","10A","5-49 years",2000,7
"77","10A","5-49 years",2001,9
"78","10A","5-49 years",2002,5
"79","10A","5-49 years",2003,9
"80","10A","5-49 years",2004,8
"81","10A","5-49 years",2005,10
"82","10A","5-49 years",2006,13
"83","10A","5-49 years",2007,15
"84","10A","5-49 years",2008,20
"85","10A","5-49 years",2009,16
"86","10A","5-49 years",2010,13
"87","10A","5-49 years",2011,13
"88","10A","5-49 years",2012,11
"89","10A","5-49 years",2013,17
"90","10A","5-49 years",2014,11
"91","10A","5-49 years",2015,8
"92","10A","5-49 years",2016,10
"93","10A","5-49 years",2017,15
"94","10A","5-49 years",2018,13
"95","10A","5-49 years",2019,13
"96","10A","5-49 years",2020,3
"97","10A","5-49 years",2021,7
"98","10A","5-49 years",2022,7
"99","10A","50+ years",1998,15
"100","10A","50+ years",1999,7
"101","10A","50+ years",2000,10
"102","10A","50+ years",2001,10
"103","10A","50+ years",2002,15
"104","10A","50+ years",2003,15
"105","10A","50+ years",2004,14
"106","10A","50+ years",2005,27
"107","10A","50+ years",2006,28
"108","10A","50+ years",2007,28
"109","10A","50+ years",2008,24
"110","10A","50+ years",2009,31
"111","10A","50+ years",2010,28
"112","10A","50+ years",2011,23
"113","10A","50+ years",2012,17
"114","10A","50+ years",2013,43
"115","10A","50+ years",2014,28
"116","10A","50+ years",2015,34
"117","10A","50+ years",2016,31
"118","10A","50+ years",2017,41
"119","10A","50+ years",2018,31
"120","10A","50+ years",2019,37
"121","10A","50+ years",2020,25
"122","10A","50+ years",2021,14
"123","10A","50+ years",2022,23
"124","10F","<5 years",2016,1
"125","10F","<5 years",2017,1
"126","10F","5-49 years",2005,1
"127","10F","5-49 years",2009,1
"128","10F","5-49 years",2010,1
"129","10F","5-49 years",2019,1
"130","10F","5-49 years",2020,1
"131","10F","50+ years",2002,1
"132","10F","50+ years",2003,1
"133","10F","50+ years",2004,1
"134","10F","50+ years",2006,1
"135","10F","50+ years",2011,1
"136","10F","50+ years",2013,2
"137","10F","50+ years",2015,1
"138","10F","50+ years",2016,2
"139","10F","50+ years",2017,2
"140","10F","50+ years",2018,2
"141","10F","50+ years",2019,2
"142","10F","50+ years",2020,1
"143","10F","50+ years",2021,3
"144","10F","50+ years",2022,1
"145","11A","<5 years",1998,2
"146","11A","<5 years",1999,1
"147","11A","<5 years",2000,1
"148","11A","<5 years",2001,4
"149","11A","<5 years",2002,5
"150","11A","<5 years",2003,4
"151","11A","<5 years",2004,1
"152","11A","<5 years",2005,7
"153","11A","<5 years",2006,3
"154","11A","<5 years",2007,2
"155","11A","<5 years",2008,4
"156","11A","<5 years",2009,5
"157","11A","<5 years",2010,5
"158","11A","<5 years",2011,3
"159","11A","<5 years",2012,6
"160","11A","<5 years",2013,2
"161","11A","<5 years",2014,5
"162","11A","<5 years",2015,4
"163","11A","<5 years",2016,3
"164","11A","<5 years",2017,2
"165","11A","<5 years",2018,4
"166","11A","<5 years",2019,3
"167","11A","<5 years",2021,3
"168","11A","<5 years",2022,5
"169","11A","5-49 years",1998,20
"170","11A","5-49 years",1999,21
"171","11A","5-49 years",2000,20
"172","11A","5-49 years",2001,27
"173","11A","5-49 years",2002,36
"174","11A","5-49 years",2003,42
"175","11A","5-49 years",2004,33
"176","11A","5-49 years",2005,24
"177","11A","5-49 years",2006,25
"178","11A","5-49 years",2007,18
"179","11A","5-49 years",2008,19
"180","11A","5-49 years",2009,23
"181","11A","5-49 years",2010,19
"182","11A","5-49 years",2011,18
"183","11A","5-49 years",2012,30
"184","11A","5-49 years",2013,32
"185","11A","5-49 years",2014,19
"186","11A","5-49 years",2015,20
"187","11A","5-49 years",2016,15
"188","11A","5-49 years",2017,28
"189","11A","5-49 years",2018,16
"190","11A","5-49 years",2019,15
"191","11A","5-49 years",2020,22
"192","11A","5-49 years",2021,6
"193","11A","5-49 years",2022,17
"194","11A","50+ years",1998,37
"195","11A","50+ years",1999,37
"196","11A","50+ years",2000,38
"197","11A","50+ years",2001,40
"198","11A","50+ years",2002,64
"199","11A","50+ years",2003,70
"200","11A","50+ years",2004,65
"201","11A","50+ years",2005,70
"202","11A","50+ years",2006,79
"203","11A","50+ years",2007,69
"204","11A","50+ years",2008,59
"205","11A","50+ years",2009,59
"206","11A","50+ years",2010,62
"207","11A","50+ years",2011,78
"208","11A","50+ years",2012,68
"209","11A","50+ years",2013,80
"210","11A","50+ years",2014,87
"211","11A","50+ years",2015,67
"212","11A","50+ years",2016,69
"213","11A","50+ years",2017,97
"214","11A","50+ years",2018,87
"215","11A","50+ years",2019,81
"216","11A","50+ years",2020,47
"217","11A","50+ years",2021,35
"218","11A","50+ years",2022,52
"219","11B","<5 years",2013,1
"220","11B","5-49 years",1998,1
"221","11B","5-49 years",1999,1
"222","11B","5-49 years",2003,1
"223","11B","5-49 years",2015,1
"224","11B","50+ years",2001,1
"225","11B","50+ years",2012,1
"226","11B","50+ years",2015,1
"227","11C","5-49 years",1998,1
"228","11C","50+ years",1998,1
"229","11C","50+ years",2000,1
"230","12A","<5 years",2000,1
"231","12A","5-49 years",2000,1
"232","12A","50+ years",1999,1
"233","12A","50+ years",2001,1
"234","12B","50+ years",2000,1
"235","12F","<5 years",1998,13
"236","12F","<5 years",1999,13
"237","12F","<5 years",2000,7
"238","12F","<5 years",2001,15
"239","12F","<5 years",2002,10
"240","12F","<5 years",2003,11
"241","12F","<5 years",2004,11
"242","12F","<5 years",2005,15
"243","12F","<5 years",2006,11
"244","12F","<5 years",2007,11
"245","12F","<5 years",2008,6
"246","12F","<5 years",2009,7
"247","12F","<5 years",2010,7
"248","12F","<5 years",2011,8
"249","12F","<5 years",2012,8
"250","12F","<5 years",2013,6
"251","12F","<5 years",2014,3
"252","12F","<5 years",2015,6
"253","12F","<5 years",2016,5
"254","12F","<5 years",2017,2
"255","12F","<5 years",2018,2
"256","12F","<5 years",2019,2
"257","12F","<5 years",2022,1
"258","12F","5-49 years",1998,68
"259","12F","5-49 years",1999,93
"260","12F","5-49 years",2000,80
"261","12F","5-49 years",2001,93
"262","12F","5-49 years",2002,67
"263","12F","5-49 years",2003,80
"264","12F","5-49 years",2004,76
"265","12F","5-49 years",2005,94
"266","12F","5-49 years",2006,67
"267","12F","5-49 years",2007,62
"268","12F","5-49 years",2008,48
"269","12F","5-49 years",2009,25
"270","12F","5-49 years",2010,38
"271","12F","5-49 years",2011,42
"272","12F","5-49 years",2012,36
"273","12F","5-49 years",2013,49
"274","12F","5-49 years",2014,52
"275","12F","5-49 years",2015,44
"276","12F","5-49 years",2016,38
"277","12F","5-49 years",2017,34
"278","12F","5-49 years",2018,32
"279","12F","5-49 years",2019,32
"280","12F","5-49 years",2020,30
"281","12F","5-49 years",2021,25
"282","12F","5-49 years",2022,39
"283","12F","50+ years",1998,58
"284","12F","50+ years",1999,70
"285","12F","50+ years",2000,62
"286","12F","50+ years",2001,65
"287","12F","50+ years",2002,54
"288","12F","50+ years",2003,63
"289","12F","50+ years",2004,51
"290","12F","50+ years",2005,77
"291","12F","50+ years",2006,83
"292","12F","50+ years",2007,69
"293","12F","50+ years",2008,39
"294","12F","50+ years",2009,42
"295","12F","50+ years",2010,48
"296","12F","50+ years",2011,64
"297","12F","50+ years",2012,59
"298","12F","50+ years",2013,97
"299","12F","50+ years",2014,107
"300","12F","50+ years",2015,90
"301","12F","50+ years",2016,63
"302","12F","50+ years",2017,74
"303","12F","50+ years",2018,64
"304","12F","50+ years",2019,69
"305","12F","50+ years",2020,31
"306","12F","50+ years",2021,25
"307","12F","50+ years",2022,55
"308","13","<5 years",2007,1
"309","13","<5 years",2009,2
"310","13","<5 years",2021,2
"311","13","5-49 years",1998,5
"312","13","5-49 years",1999,7
"313","13","5-49 years",2000,7
"314","13","5-49 years",2001,7
"315","13","5-49 years",2002,6
"316","13","5-49 years",2003,10
"317","13","5-49 years",2004,5
"318","13","5-49 years",2005,4
"319","13","5-49 years",2006,4
"320","13","5-49 years",2007,6
"321","13","5-49 years",2008,2
"322","13","5-49 years",2009,2
"323","13","5-49 years",2011,2
"324","13","5-49 years",2012,4
"325","13","5-49 years",2013,1
"326","13","5-49 years",2014,2
"327","13","5-49 years",2015,2
"328","13","5-49 years",2016,3
"329","13","5-49 years",2017,1
"330","13","5-49 years",2018,4
"331","13","5-49 years",2019,3
"332","13","5-49 years",2020,1
"333","13","5-49 years",2022,2
"334","13","50+ years",1998,5
"335","13","50+ years",1999,4
"336","13","50+ years",2000,4
"337","13","50+ years",2001,5
"338","13","50+ years",2002,4
"339","13","50+ years",2003,3
"340","13","50+ years",2004,7
"341","13","50+ years",2005,9
"342","13","50+ years",2006,7
"343","13","50+ years",2007,1
"344","13","50+ years",2008,6
"345","13","50+ years",2009,3
"346","13","50+ years",2010,9
"347","13","50+ years",2011,4
"348","13","50+ years",2012,7
"349","13","50+ years",2013,10
"350","13","50+ years",2014,5
"351","13","50+ years",2015,5
"352","13","50+ years",2016,4
"353","13","50+ years",2017,1
"354","13","50+ years",2018,4
"355","13","50+ years",2019,2
"356","13","50+ years",2020,3
"357","13","50+ years",2021,7
"358","13","50+ years",2022,6
"359","14","<5 years",1998,312
"360","14","<5 years",1999,333
"361","14","<5 years",2000,302
"362","14","<5 years",2001,101
"363","14","<5 years",2002,22
"364","14","<5 years",2003,13
"365","14","<5 years",2004,3
"366","14","<5 years",2005,2
"367","14","<5 years",2007,2
"368","14","<5 years",2011,2
"369","14","<5 years",2014,1
"370","14","5-49 years",1998,116
"371","14","5-49 years",1999,171
"372","14","5-49 years",2000,147
"373","14","5-49 years",2001,123
"374","14","5-49 years",2002,61
"375","14","5-49 years",2003,53
"376","14","5-49 years",2004,20
"377","14","5-49 years",2005,15
"378","14","5-49 years",2006,8
"379","14","5-49 years",2007,5
"380","14","5-49 years",2008,5
"381","14","5-49 years",2009,4
"382","14","5-49 years",2010,2
"383","14","5-49 years",2011,1
"384","14","5-49 years",2012,2
"385","14","5-49 years",2013,1
"386","14","5-49 years",2015,1
"387","14","5-49 years",2018,1
"388","14","5-49 years",2021,1
"389","14","5-49 years",2022,1
"390","14","50+ years",1998,205
"391","14","50+ years",1999,267
"392","14","50+ years",2000,265
"393","14","50+ years",2001,191
"394","14","50+ years",2002,138
"395","14","50+ years",2003,83
"396","14","50+ years",2004,46
"397","14","50+ years",2005,37
"398","14","50+ years",2006,24
"399","14","50+ years",2007,23
"400","14","50+ years",2008,13
"401","14","50+ years",2009,11
"402","14","50+ years",2010,6
"403","14","50+ years",2011,4
"404","14","50+ years",2012,3
"405","14","50+ years",2013,1
"406","14","50+ years",2014,3
"407","14","50+ years",2015,2
"408","14","50+ years",2016,4
"409","14","50+ years",2017,4
"410","14","50+ years",2018,3
"411","14","50+ years",2019,2
"412","14","50+ years",2020,3
"413","15A","<5 years",2003,2
"414","15A","<5 years",2004,1
"415","15A","<5 years",2005,1
"416","15A","<5 years",2006,6
"417","15A","<5 years",2007,12
"418","15A","<5 years",2008,7
"419","15A","<5 years",2009,5
"420","15A","<5 years",2010,6
"421","15A","<5 years",2011,9
"422","15A","<5 years",2012,6
"423","15A","<5 years",2013,3
"424","15A","<5 years",2014,9
"425","15A","<5 years",2015,9
"426","15A","<5 years",2016,11
"427","15A","<5 years",2017,4
"428","15A","<5 years",2018,6
"429","15A","<5 years",2019,5
"430","15A","<5 years",2020,6
"431","15A","<5 years",2021,9
"432","15A","<5 years",2022,7
"433","15A","5-49 years",1998,3
"434","15A","5-49 years",1999,3
"435","15A","5-49 years",2000,5
"436","15A","5-49 years",2001,2
"437","15A","5-49 years",2002,8
"438","15A","5-49 years",2003,6
"439","15A","5-49 years",2004,10
"440","15A","5-49 years",2005,16
"441","15A","5-49 years",2006,12
"442","15A","5-49 years",2007,23
"443","15A","5-49 years",2008,24
"444","15A","5-49 years",2009,30
"445","15A","5-49 years",2010,15
"446","15A","5-49 years",2011,23
"447","15A","5-49 years",2012,22
"448","15A","5-49 years",2013,26
"449","15A","5-49 years",2014,21
"450","15A","5-49 years",2015,20
"451","15A","5-49 years",2016,19
"452","15A","5-49 years",2017,13
"453","15A","5-49 years",2018,23
"454","15A","5-49 years",2019,16
"455","15A","5-49 years",2020,6
"456","15A","5-49 years",2021,15
"457","15A","5-49 years",2022,21
"458","15A","50+ years",1998,4
"459","15A","50+ years",1999,5
"460","15A","50+ years",2000,4
"461","15A","50+ years",2001,4
"462","15A","50+ years",2002,14
"463","15A","50+ years",2003,7
"464","15A","50+ years",2004,24
"465","15A","50+ years",2005,45
"466","15A","50+ years",2006,67
"467","15A","50+ years",2007,81
"468","15A","50+ years",2008,67
"469","15A","50+ years",2009,73
"470","15A","50+ years",2010,59
"471","15A","50+ years",2011,69
"472","15A","50+ years",2012,58
"473","15A","50+ years",2013,70
"474","15A","50+ years",2014,82
"475","15A","50+ years",2015,85
"476","15A","50+ years",2016,92
"477","15A","50+ years",2017,98
"478","15A","50+ years",2018,113
"479","15A","50+ years",2019,105
"480","15A","50+ years",2020,52
"481","15A","50+ years",2021,49
"482","15A","50+ years",2022,76
"483","15B","<5 years",1998,7
"484","15B","<5 years",1999,3
"485","15B","<5 years",2000,4
"486","15B","<5 years",2001,6
"487","15B","<5 years",2002,7
"488","15B","<5 years",2003,12
"489","15B","<5 years",2004,8
"490","15B","<5 years",2005,8
"491","15B","<5 years",2006,3
"492","15B","<5 years",2007,6
"493","15B","<5 years",2008,5
"494","15B","<5 years",2009,4
"495","15B","<5 years",2010,11
"496","15B","<5 years",2011,7
"497","15B","<5 years",2012,13
"498","15B","<5 years",2013,15
"499","15B","<5 years",2014,6
"500","15B","<5 years",2015,4
"501","15B","<5 years",2016,8
"502","15B","<5 years",2017,5
"503","15B","<5 years",2018,9
"504","15B","<5 years",2019,6
"505","15B","<5 years",2020,1
"506","15B","<5 years",2021,5
"507","15B","<5 years",2022,3
"508","15B","5-49 years",1998,10
"509","15B","5-49 years",1999,6
"510","15B","5-49 years",2000,7
"511","15B","5-49 years",2001,7
"512","15B","5-49 years",2002,10
"513","15B","5-49 years",2003,10
"514","15B","5-49 years",2004,17
"515","15B","5-49 years",2005,17
"516","15B","5-49 years",2006,10
"517","15B","5-49 years",2007,13
"518","15B","5-49 years",2008,4
"519","15B","5-49 years",2009,9
"520","15B","5-49 years",2010,9
"521","15B","5-49 years",2011,11
"522","15B","5-49 years",2012,13
"523","15B","5-49 years",2013,15
"524","15B","5-49 years",2014,13
"525","15B","5-49 years",2015,12
"526","15B","5-49 years",2016,9
"527","15B","5-49 years",2017,12
"528","15B","5-49 years",2018,5
"529","15B","5-49 years",2019,10
"530","15B","5-49 years",2020,5
"531","15B","5-49 years",2021,7
"532","15B","5-49 years",2022,5
"533","15B","50+ years",1998,12
"534","15B","50+ years",1999,17
"535","15B","50+ years",2000,8
"536","15B","50+ years",2001,9
"537","15B","50+ years",2002,24
"538","15B","50+ years",2003,30
"539","15B","50+ years",2004,20
"540","15B","50+ years",2005,27
"541","15B","50+ years",2006,19
"542","15B","50+ years",2007,23
"543","15B","50+ years",2008,20
"544","15B","50+ years",2009,27
"545","15B","50+ years",2010,18
"546","15B","50+ years",2011,37
"547","15B","50+ years",2012,35
"548","15B","50+ years",2013,35
"549","15B","50+ years",2014,31
"550","15B","50+ years",2015,33
"551","15B","50+ years",2016,36
"552","15B","50+ years",2017,37
"553","15B","50+ years",2018,23
"554","15B","50+ years",2019,32
"555","15B","50+ years",2020,20
"556","15B","50+ years",2021,19
"557","15B","50+ years",2022,33
"558","15C","<5 years",1998,5
"559","15C","<5 years",1999,3
"560","15C","<5 years",2000,4
"561","15C","<5 years",2001,15
"562","15C","<5 years",2002,29
"563","15C","<5 years",2003,13
"564","15C","<5 years",2004,22
"565","15C","<5 years",2005,18
"566","15C","<5 years",2006,14
"567","15C","<5 years",2007,9
"568","15C","<5 years",2008,14
"569","15C","<5 years",2009,9
"570","15C","<5 years",2010,12
"571","15C","<5 years",2011,11
"572","15C","<5 years",2012,12
"573","15C","<5 years",2013,14
"574","15C","<5 years",2014,9
"575","15C","<5 years",2015,11
"576","15C","<5 years",2016,11
"577","15C","<5 years",2017,8
"578","15C","<5 years",2018,12
"579","15C","<5 years",2019,8
"580","15C","<5 years",2020,10
"581","15C","<5 years",2021,7
"582","15C","<5 years",2022,13
"583","15C","5-49 years",1998,5
"584","15C","5-49 years",1999,3
"585","15C","5-49 years",2000,6
"586","15C","5-49 years",2001,12
"587","15C","5-49 years",2002,6
"588","15C","5-49 years",2003,9
"589","15C","5-49 years",2004,9
"590","15C","5-49 years",2005,10
"591","15C","5-49 years",2006,7
"592","15C","5-49 years",2007,13
"593","15C","5-49 years",2008,9
"594","15C","5-49 years",2009,6
"595","15C","5-49 years",2010,7
"596","15C","5-49 years",2011,9
"597","15C","5-49 years",2012,10
"598","15C","5-49 years",2013,6
"599","15C","5-49 years",2014,8
"600","15C","5-49 years",2015,4
"601","15C","5-49 years",2016,10
"602","15C","5-49 years",2017,8
"603","15C","5-49 years",2018,10
"604","15C","5-49 years",2019,6
"605","15C","5-49 years",2020,8
"606","15C","5-49 years",2021,4
"607","15C","5-49 years",2022,10
"608","15C","50+ years",1998,2
"609","15C","50+ years",1999,2
"610","15C","50+ years",2000,7
"611","15C","50+ years",2001,6
"612","15C","50+ years",2002,10
"613","15C","50+ years",2003,10
"614","15C","50+ years",2004,13
"615","15C","50+ years",2005,11
"616","15C","50+ years",2006,18
"617","15C","50+ years",2007,9
"618","15C","50+ years",2008,17
"619","15C","50+ years",2009,21
"620","15C","50+ years",2010,12
"621","15C","50+ years",2011,19
"622","15C","50+ years",2012,26
"623","15C","50+ years",2013,28
"624","15C","50+ years",2014,14
"625","15C","50+ years",2015,14
"626","15C","50+ years",2016,17
"627","15C","50+ years",2017,25
"628","15C","50+ years",2018,22
"629","15C","50+ years",2019,26
"630","15C","50+ years",2020,12
"631","15C","50+ years",2021,7
"632","15C","50+ years",2022,18
"633","15D","50+ years",2018,1
"634","15F","<5 years",2016,1
"635","15F","5-49 years",1998,1
"636","15F","5-49 years",2000,1
"637","15F","5-49 years",2008,1
"638","15F","5-49 years",2019,1
"639","15F","50+ years",1998,2
"640","15F","50+ years",2007,1
"641","15F","50+ years",2021,1
"642","15F","50+ years",2022,1
"643","16A","5-49 years",2001,1
"644","16A","50+ years",2001,1
"645","16F","<5 years",1998,2
"646","16F","<5 years",1999,2
"647","16F","<5 years",2000,3
"648","16F","<5 years",2002,2
"649","16F","<5 years",2003,5
"650","16F","<5 years",2004,3
"651","16F","<5 years",2005,5
"652","16F","<5 years",2006,7
"653","16F","<5 years",2007,5
"654","16F","<5 years",2008,4
"655","16F","<5 years",2009,7
"656","16F","<5 years",2010,5
"657","16F","<5 years",2011,1
"658","16F","<5 years",2012,1
"659","16F","<5 years",2013,2
"660","16F","<5 years",2014,5
"661","16F","<5 years",2015,6
"662","16F","<5 years",2016,3
"663","16F","<5 years",2017,2
"664","16F","<5 years",2018,5
"665","16F","<5 years",2019,7
"666","16F","<5 years",2021,3
"667","16F","<5 years",2022,6
"668","16F","5-49 years",1998,18
"669","16F","5-49 years",1999,21
"670","16F","5-49 years",2000,11
"671","16F","5-49 years",2001,22
"672","16F","5-49 years",2002,22
"673","16F","5-49 years",2003,26
"674","16F","5-49 years",2004,30
"675","16F","5-49 years",2005,29
"676","16F","5-49 years",2006,26
"677","16F","5-49 years",2007,21
"678","16F","5-49 years",2008,24
"679","16F","5-49 years",2009,34
"680","16F","5-49 years",2010,16
"681","16F","5-49 years",2011,13
"682","16F","5-49 years",2012,25
"683","16F","5-49 years",2013,19
"684","16F","5-49 years",2014,18
"685","16F","5-49 years",2015,23
"686","16F","5-49 years",2016,17
"687","16F","5-49 years",2017,15
"688","16F","5-49 years",2018,23
"689","16F","5-49 years",2019,17
"690","16F","5-49 years",2020,6
"691","16F","5-49 years",2021,10
"692","16F","5-49 years",2022,14
"693","16F","50+ years",1998,21
"694","16F","50+ years",1999,43
"695","16F","50+ years",2000,29
"696","16F","50+ years",2001,39
"697","16F","50+ years",2002,39
"698","16F","50+ years",2003,50
"699","16F","50+ years",2004,42
"700","16F","50+ years",2005,68
"701","16F","50+ years",2006,65
"702","16F","50+ years",2007,80
"703","16F","50+ years",2008,65
"704","16F","50+ years",2009,69
"705","16F","50+ years",2010,58
"706","16F","50+ years",2011,79
"707","16F","50+ years",2012,70
"708","16F","50+ years",2013,87
"709","16F","50+ years",2014,88
"710","16F","50+ years",2015,78
"711","16F","50+ years",2016,76
"712","16F","50+ years",2017,75
"713","16F","50+ years",2018,94
"714","16F","50+ years",2019,93
"715","16F","50+ years",2020,54
"716","16F","50+ years",2021,45
"717","16F","50+ years",2022,69
"718","17","50+ years",1998,1
"719","17A","5-49 years",1998,1
"720","17F","<5 years",2000,1
"721","17F","<5 years",2001,1
"722","17F","<5 years",2002,1
"723","17F","<5 years",2003,2
"724","17F","<5 years",2004,4
"725","17F","<5 years",2005,2
"726","17F","<5 years",2006,1
"727","17F","<5 years",2007,2
"728","17F","<5 years",2008,3
"729","17F","<5 years",2009,4
"730","17F","<5 years",2010,1
"731","17F","<5 years",2011,4
"732","17F","<5 years",2013,3
"733","17F","<5 years",2015,2
"734","17F","<5 years",2016,1
"735","17F","<5 years",2018,1
"736","17F","<5 years",2020,1
"737","17F","<5 years",2022,1
"738","17F","5-49 years",1998,4
"739","17F","5-49 years",1999,1
"740","17F","5-49 years",2000,3
"741","17F","5-49 years",2001,6
"742","17F","5-49 years",2002,7
"743","17F","5-49 years",2003,3
"744","17F","5-49 years",2004,12
"745","17F","5-49 years",2005,10
"746","17F","5-49 years",2006,11
"747","17F","5-49 years",2007,18
"748","17F","5-49 years",2008,19
"749","17F","5-49 years",2009,6
"750","17F","5-49 years",2010,11
"751","17F","5-49 years",2011,13
"752","17F","5-49 years",2012,12
"753","17F","5-49 years",2013,8
"754","17F","5-49 years",2014,14
"755","17F","5-49 years",2015,13
"756","17F","5-49 years",2016,10
"757","17F","5-49 years",2017,7
"758","17F","5-49 years",2018,9
"759","17F","5-49 years",2019,11
"760","17F","5-49 years",2020,4
"761","17F","5-49 years",2021,5
"762","17F","5-49 years",2022,3
"763","17F","50+ years",1998,3
"764","17F","50+ years",1999,3
"765","17F","50+ years",2000,3
"766","17F","50+ years",2001,3
"767","17F","50+ years",2002,3
"768","17F","50+ years",2003,13
"769","17F","50+ years",2004,20
"770","17F","50+ years",2005,15
"771","17F","50+ years",2006,36
"772","17F","50+ years",2007,24
"773","17F","50+ years",2008,27
"774","17F","50+ years",2009,29
"775","17F","50+ years",2010,24
"776","17F","50+ years",2011,33
"777","17F","50+ years",2012,24
"778","17F","50+ years",2013,30
"779","17F","50+ years",2014,21
"780","17F","50+ years",2015,30
"781","17F","50+ years",2016,24
"782","17F","50+ years",2017,29
"783","17F","50+ years",2018,24
"784","17F","50+ years",2019,23
"785","17F","50+ years",2020,11
"786","17F","50+ years",2021,7
"787","17F","50+ years",2022,12
"788","18","5-49 years",2002,1
"789","18A","<5 years",2000,1
"790","18A","5-49 years",1998,1
"791","18A","5-49 years",1999,1
"792","18A","5-49 years",2003,2
"793","18A","5-49 years",2004,2
"794","18A","5-49 years",2005,4
"795","18A","5-49 years",2006,2
"796","18A","5-49 years",2011,1
"797","18A","5-49 years",2012,1
"798","18A","5-49 years",2016,1
"799","18A","50+ years",1998,1
"800","18A","50+ years",1999,1
"801","18A","50+ years",2000,1
"802","18A","50+ years",2001,1
"803","18A","50+ years",2003,2
"804","18A","50+ years",2004,1
"805","18A","50+ years",2005,2
"806","18A","50+ years",2006,1
"807","18A","50+ years",2007,1
"808","18A","50+ years",2011,2
"809","18A","50+ years",2013,1
"810","18A","50+ years",2017,1
"811","18A","50+ years",2019,1
"812","18A","50+ years",2022,2
"813","18B","<5 years",1998,2
"814","18B","<5 years",1999,3
"815","18B","<5 years",2000,6
"816","18B","<5 years",2001,1
"817","18B","<5 years",2002,2
"818","18B","<5 years",2006,1
"819","18B","5-49 years",1998,2
"820","18B","5-49 years",1999,3
"821","18B","5-49 years",2000,1
"822","18B","5-49 years",2001,3
"823","18B","5-49 years",2003,2
"824","18B","5-49 years",2006,1
"825","18B","5-49 years",2010,1
"826","18B","50+ years",2000,2
"827","18B","50+ years",2002,2
"828","18B","50+ years",2003,2
"829","18B","50+ years",2005,1
"830","18B","50+ years",2006,3
"831","18B","50+ years",2009,1
"832","18B","50+ years",2019,2
"833","18C","<5 years",1998,87
"834","18C","<5 years",1999,89
"835","18C","<5 years",2000,76
"836","18C","<5 years",2001,51
"837","18C","<5 years",2002,25
"838","18C","<5 years",2003,11
"839","18C","<5 years",2004,11
"840","18C","<5 years",2005,3
"841","18C","<5 years",2006,1
"842","18C","<5 years",2007,2
"843","18C","<5 years",2008,5
"844","18C","<5 years",2010,1
"845","18C","<5 years",2012,1
"846","18C","<5 years",2014,1
"847","18C","<5 years",2017,1
"848","18C","<5 years",2018,1
"849","18C","<5 years",2019,1
"850","18C","5-49 years",1998,50
"851","18C","5-49 years",1999,54
"852","18C","5-49 years",2000,53
"853","18C","5-49 years",2001,58
"854","18C","5-49 years",2002,41
"855","18C","5-49 years",2003,32
"856","18C","5-49 years",2004,24
"857","18C","5-49 years",2005,22
"858","18C","5-49 years",2006,16
"859","18C","5-49 years",2007,8
"860","18C","5-49 years",2008,5
"861","18C","5-49 years",2009,4
"862","18C","5-49 years",2010,1
"863","18C","5-49 years",2012,1
"864","18C","5-49 years",2014,1
