"","state","week_end","percent_visits_rsv_state"
"5455","West Virginia",2023-06-03,0.02
"5456","Alabama",2023-06-10,0.02
"5457","Georgia",2023-06-10,0.02
"5458","Maryland",2023-06-10,0.01
"5459","Mississippi",2023-06-10,0.04
"5460","Nebraska",2023-06-10,0
"5461","North Dakota",2023-06-10,0.04
"5462","Ohio",2023-06-10,0.01
"5463","Utah",2023-06-10,0.01
"5464","Vermont",2023-06-10,0.04
"5465","Alaska",2023-06-17,0.05
"5466","Connecticut",2023-06-17,0
"5467","Indiana",2023-06-17,0.02
"5468","Kentucky",2023-06-17,0.02
"5469","Minnesota",2023-06-17,0.03
"5470","Mississippi",2023-06-17,0.05
"5471","Oklahoma",2023-06-17,0
"5472","Rhode Island",2023-06-17,0.02
"5473","United States",2023-06-17,0.02
"5474","Vermont",2023-06-17,0
"5475","Connecticut",2023-06-24,0.01
"5476","Illinois",2023-06-24,0.01
"5477","Kentucky",2023-06-24,0.04
"5478","Massachusetts",2023-06-24,0.01
"5479","Minnesota",2023-06-24,0.01
"5480","Nevada",2023-06-24,0.02
"5481","New York",2023-06-24,0.01
"5482","Oklahoma",2023-06-24,0.02
"5483","Oregon",2023-06-24,0
"5484","Pennsylvania",2023-06-24,0
"5485","South Dakota",2023-06-24,0.02
"5486","Alabama",2023-07-01,0.02
"5487","Alaska",2023-07-01,0.03
"5488","California",2023-07-01,0.01
"5489","Georgia",2023-07-01,0.03
"5490","Illinois",2023-07-01,0.02
"5491","Indiana",2023-07-01,0.01
"5492","Iowa",2023-07-01,0.04
"5493","Massachusetts",2023-07-01,0.01
"5494","Michigan",2023-07-01,0.01
"5495","Mississippi",2023-07-01,0.03
"5496","Nebraska",2023-07-01,0.02
"5497","Nevada",2023-07-01,0.01
"5498","New Hampshire",2023-07-01,0
"5499","New Jersey",2023-07-01,0.01
"5500","United States",2023-07-01,0.02
"5501","Washington",2023-07-01,0
"5502","West Virginia",2023-07-01,0
"5503","Alaska",2023-07-08,0
"5504","Arkansas",2023-07-08,0.02
"5505","Kentucky",2023-07-08,0.04
"5506","Maine",2023-07-08,0
"5507","Mississippi",2023-07-08,0.02
"5508","Nebraska",2023-07-08,0
"5509","Nevada",2023-07-08,0.01
"5510","New Hampshire",2023-07-08,0.02
"5511","Oregon",2023-07-08,0
"5512","Rhode Island",2023-07-08,0
"5513","Virginia",2023-07-08,0.01
"5514","California",2023-07-15,0.01
"5515","District of Columbia",2023-07-15,0.03
"5516","Florida",2023-07-15,0.1
"5517","Georgia",2023-07-15,0.02
"5518","Kentucky",2023-07-15,0.02
"5519","Maine",2023-07-15,0
"5520","Michigan",2023-07-15,0.01
"5521","Mississippi",2023-07-15,0.02
"5522","Nebraska",2023-07-15,0.01
"5523","New Hampshire",2023-07-15,0
"5524","North Carolina",2023-07-15,0.01
"5525","Utah",2023-07-15,0
"5526","West Virginia",2023-07-15,0.01
"5527","Colorado",2023-07-22,0
"5528","Connecticut",2023-07-22,0
"5529","Idaho",2023-07-22,0.01
"5530","Indiana",2023-07-22,0.01
"5531","Oklahoma",2023-07-22,0.02
"5532","Rhode Island",2023-07-22,0.03
"5533","United States",2023-07-22,0.02
"5534","Virginia",2023-07-22,0.01
"5535","Florida",2023-07-29,0.12
"5536","Hawaii",2023-07-29,0.03
"5537","Illinois",2023-07-29,0.02
"5538","Indiana",2023-07-29,0.02
"5539","Kansas",2023-07-29,0
"5540","Kentucky",2023-07-29,0.01
"5541","Louisiana",2023-07-29,0.04
"5542","Michigan",2023-07-29,0.01
"5543","Montana",2023-07-29,0
"5544","Nebraska",2023-07-29,0.02
"5545","New Hampshire",2023-07-29,0.02
"5546","North Carolina",2023-07-29,0.02
"5547","Pennsylvania",2023-07-29,0.01
"5548","Rhode Island",2023-07-29,0
"5549","Vermont",2023-07-29,0
"5550","Alabama",2023-08-05,0.04
"5551","California",2023-08-05,0.01
"5552","Florida",2023-08-05,0.14
"5553","Georgia",2023-08-05,0.04
"5554","Louisiana",2023-08-05,0.05
"5555","Massachusetts",2023-08-05,0.02
"5556","Nebraska",2023-08-05,0
"5557","Nevada",2023-08-05,0
"5558","New Hampshire",2023-08-05,0
"5559","New Mexico",2023-08-05,0.02
"5560","Oklahoma",2023-08-05,0.01
"5561","Oregon",2023-08-05,0
"5562","Tennessee",2023-08-05,0.03
"5563","United States",2023-08-05,0.04
"5564","West Virginia",2023-08-05,0.02
"5565","Wisconsin",2023-08-05,0.01
"5566","Alabama",2023-08-12,0.05
"5567","Alaska",2023-08-12,0.07
"5568","Arkansas",2023-08-12,0.02
"5569","Colorado",2023-08-12,0.02
"5570","Delaware",2023-08-12,0.02
"5571","District of Columbia",2023-08-12,0.08
"5572","Maine",2023-08-12,0.01
"5573","Mississippi",2023-08-12,0.06
"5574","Nevada",2023-08-12,0.02
"5575","New Jersey",2023-08-12,0.01
"5576","New Mexico",2023-08-12,0.01
"5577","North Carolina",2023-08-12,0.03
"5578","North Dakota",2023-08-12,0.02
"5579","Oregon",2023-08-12,0.01
"5580","West Virginia",2023-08-12,0.01
"5581","Alabama",2023-08-19,0.06
"5582","Arkansas",2023-08-19,0.03
"5583","Connecticut",2023-08-19,0
"5584","Illinois",2023-08-19,0.03
"5585","Kansas",2023-08-19,0.01
"5586","Maine",2023-08-19,0
"5587","Montana",2023-08-19,0.01
"5588","New Jersey",2023-08-19,0.02
"5589","Ohio",2023-08-19,0.01
"5590","Oklahoma",2023-08-19,0.02
"5591","Oregon",2023-08-19,0.01
"5592","Texas",2023-08-19,0.09
"5593","Vermont",2023-08-19,0
"5594","Arizona",2023-08-26,0.03
"5595","Florida",2023-08-26,0.21
"5596","Louisiana",2023-08-26,0.07
"5597","Maine",2023-08-26,0.01
"5598","Nevada",2023-08-26,0.02
"5599","Tennessee",2023-08-26,0.05
"5600","Texas",2023-08-26,0.11
"5601","Alabama",2023-09-02,0.1
"5602","Alaska",2023-09-02,0.03
"5603","Connecticut",2023-09-02,0.02
"5604","Idaho",2023-09-02,0.02
"5605","Iowa",2023-09-02,0.04
"5606","Minnesota",2023-09-02,0.02
"5607","New Mexico",2023-09-02,0.01
"5608","New York",2023-09-02,0.01
"5609","North Dakota",2023-09-02,0.02
"5610","Ohio",2023-09-02,0
"5611","Oregon",2023-09-02,0.02
"5612","Rhode Island",2023-09-02,0
"5613","South Carolina",2023-09-02,0.11
"5614","Utah",2023-09-02,0.01
"5615","Wyoming",2023-09-02,0.03
"5616","Arizona",2023-09-09,0.03
"5617","Arkansas",2023-09-09,0.03
"5618","Delaware",2023-09-09,0.07
"5619","Georgia",2023-09-09,0.17
"5620","Hawaii",2023-09-09,0.1
"5621","Indiana",2023-09-09,0.04
"5622","Iowa",2023-09-09,0.06
"5623","Iowa",2023-11-04,0.21
"5624","Kentucky",2023-11-04,0.78
"5625","Louisiana",2023-11-04,0.95
"5626","Massachusetts",2023-11-04,0.79
"5627","Minnesota",2023-11-04,0.3
"5628","Nebraska",2023-11-04,0.21
"5629","Oregon",2023-11-04,0.18
"5630","Pennsylvania",2023-11-04,0.32
"5631","United States",2023-11-04,0.58
"5632","Utah",2023-11-04,0.07
"5633","Alabama",2023-11-11,1.42
"5634","Arizona",2023-11-11,0.17
"5635","Delaware",2023-11-11,2.08
"5636","District of Columbia",2023-11-11,1.64
"5637","Georgia",2023-11-11,0.77
"5638","Indiana",2023-11-11,0.56
"5639","Kansas",2023-11-11,0.17
"5640","Kentucky",2023-11-11,1.11
"5641","Mississippi",2023-11-11,1.19
"5642","Montana",2023-11-11,0.08
"5643","Nebraska",2023-11-11,0.31
"5644","New Hampshire",2023-11-11,0.39
"5645","New York",2023-11-11,0.52
"5646","North Carolina",2023-11-11,1.03
"5647","Pennsylvania",2023-11-11,0.52
"5648","Texas",2023-11-11,1.35
"5649","Utah",2023-11-11,0.15
"5650","Vermont",2023-11-11,0.14
"5651","Colorado",2023-11-18,0.26
"5652","Connecticut",2023-11-18,0.7
"5653","Florida",2023-11-18,0.72
"5654","Georgia",2023-11-18,0.67
"5655","Illinois",2023-11-18,1.09
"5656","Iowa",2023-11-18,0.37
"5657","Kansas",2023-11-18,0.23
"5658","Maine",2023-11-18,0.24
"5659","Pennsylvania",2023-11-18,0.73
"5660","Utah",2023-11-18,0.22
"5661","Vermont",2023-11-18,0.26
"5662","West Virginia",2023-11-18,0.83
"5663","Wisconsin",2023-11-18,0.31
"5664","Colorado",2023-11-25,0.55
"5665","Georgia",2023-11-25,0.68
"5666","Hawaii",2023-11-25,0.61
"5667","Idaho",2023-11-25,0.25
"5668","Illinois",2023-11-25,1.28
"5669","Maine",2023-11-25,0.45
"5670","Mississippi",2023-11-25,1.17
"5671","New Jersey",2023-11-25,0.87
"5672","New York",2023-11-25,0.8
"5673","Ohio",2023-11-25,0.56
"5674","Oregon",2023-11-25,0.43
"5675","Wyoming",2023-11-25,0.46
"5676","Alaska",2023-12-02,1.32
"5677","Kansas",2023-12-02,0.58
"5678","Massachusetts",2023-12-02,1.36
"5679","Mississippi",2023-12-02,1.03
"5680","Ohio",2023-12-02,0.67
"5681","Rhode Island",2023-12-02,0.92
"5682","South Carolina",2023-12-02,1.03
"5683","Texas",2023-12-02,1.38
"5684","United States",2023-12-02,0.96
"5685","Utah",2023-12-02,0.32
"5686","Alaska",2023-12-09,1.38
"5687","Georgia",2023-12-09,0.45
"5688","Idaho",2023-12-09,0.55
"5689","Illinois",2023-12-09,1.22
"5690","Indiana",2023-12-09,1.09
"5691","Iowa",2023-12-09,0.94
"5692","Kansas",2023-12-09,0.96
"5693","Louisiana",2023-12-09,1.05
"5694","Michigan",2023-12-09,0.95
"5695","Nevada",2023-12-09,0.6
"5696","New York",2023-12-09,0.87
"5697","North Carolina",2023-12-09,1.46
"5698","Pennsylvania",2023-12-09,1.06
"5699","Tennessee",2023-12-09,1.31
"5700","Utah",2023-12-09,0.52
"5701","Wyoming",2023-12-09,0.89
"5702","California",2023-12-16,0.79
"5703","District of Columbia",2023-12-16,0.95
"5704","Georgia",2023-12-16,0.36
"5705","Kentucky",2023-12-16,2
"5706","Maine",2023-12-16,0.89
"5707","Michigan",2023-12-16,1.17
"5708","North Carolina",2023-12-16,1.39
"5709","North Dakota",2023-12-16,0.7
"5710","Pennsylvania",2023-12-16,1.06
"5711","South Carolina",2023-12-16,0.74
"5712","South Dakota",2023-12-16,0.47
"5713","Alaska",2023-12-23,1.91
"5714","Colorado",2023-12-23,1.05
"5715","Florida",2023-12-23,0.41
"5716","Hawaii",2023-12-23,0.63
"5717","Illinois",2023-12-23,1.28
"5718","Iowa",2023-12-23,1.6
"5719","Massachusetts",2023-12-23,1.24
"5720","Michigan",2023-12-23,1.19
"5721","Nebraska",2023-12-23,1.13
"5722","North Carolina",2023-12-23,1.37
"5723","North Dakota",2023-12-23,0.63
"5724","Pennsylvania",2023-12-23,1.14
"5725","South Carolina",2023-12-23,0.6
"5726","South Dakota",2023-12-23,0.79
"5727","United States",2023-12-23,0.96
"5728","Utah",2023-12-23,1.07
"5729","Delaware",2023-12-30,0.85
"5730","District of Columbia",2023-12-30,0.7
"5731","Indiana",2023-12-30,1.2
"5732","Louisiana",2023-12-30,0.65
"5733","Nebraska",2023-12-30,1.09
"5734","New Hampshire",2023-12-30,1.3
"5735","Ohio",2023-12-30,0.92
"5736","Oregon",2023-12-30,1.12
"5737","Tennessee",2023-12-30,0.93
"5738","Texas",2023-12-30,0.82
"5739","West Virginia",2023-12-30,3.09
"5740","Wisconsin",2023-12-30,1.51
"5741","Wyoming",2023-12-30,0.81
"5742","Alaska",2024-01-06,1.72
"5743","Connecticut",2024-01-06,0.57
"5744","Maine",2024-01-06,1.06
"5745","Michigan",2024-01-06,1.24
"5746","Nevada",2024-01-06,0.98
"5747","New Jersey",2024-01-06,0.5
"5748","Oregon",2024-01-06,1.12
"5749","Rhode Island",2024-01-06,0.76
"5750","South Carolina",2024-01-06,0.47
"5751","United States",2024-01-06,0.85
"5752","Virginia",2024-01-06,0.56
"5753","Wyoming",2024-01-06,0.32
"5754","Arkansas",2024-01-13,0.89
"5755","Colorado",2024-01-13,0.89
"5756","District of Columbia",2024-01-13,0.51
"5757","Louisiana",2024-01-13,0.23
"5758","Mississippi",2024-01-13,0.22
"5759","New Jersey",2024-01-13,0.35
"5760","Oregon",2024-01-13,0.96
"5761","Pennsylvania",2024-01-13,0.6
"5762","South Carolina",2024-01-13,0.37
"5763","Wyoming",2024-01-13,0.65
"5764","Alabama",2024-01-20,0.28
"5765","Alaska",2024-01-20,1.03
"5766","Arizona",2024-01-20,0.69
"5767","Georgia",2024-01-20,0.14
"5768","Illinois",2024-01-20,0.68
"5769","Kentucky",2024-01-20,0.74
"5770","Maine",2024-01-20,0.57
"5771","Maryland",2024-01-20,0.32
"5772","New Hampshire",2024-01-20,0.55
"5773","New Mexico",2024-01-20,1.28
"5774","Oklahoma",2024-01-20,0.7
"5775","Pennsylvania",2024-01-20,0.46
"5776","Rhode Island",2024-01-20,0.21
"5777","Tennessee",2024-01-20,0.48
"5778","United States",2024-01-20,0.47
"5779","Washington",2024-01-20,0.7
"5780","District of Columbia",2024-01-27,0.17
"5781","Georgia",2024-01-27,0.13
"5782","Illinois",2024-01-27,0.45
"5783","Indiana",2024-01-27,0.38
"5784","Louisiana",2024-01-27,0.12
"5785","Nebraska",2024-01-27,0.52
"5786","North Dakota",2024-01-27,0.93
"5787","Ohio",2024-01-27,0.31
"5788","United States",2024-01-27,0.38
"5789","West Virginia",2024-01-27,1.27
"5790","Alaska",2024-02-03,1.01
"5791","Iowa",2024-02-03,1.18
"5792","Kansas",2024-02-03,0.6
"5793","Nevada",2024-02-03,0.53
"5794","New Jersey",2024-02-03,0.17
"5795","Oklahoma",2024-02-03,0.49
"5796","Pennsylvania",2024-02-03,0.27
"5797","Tennessee",2024-02-03,0.17
"5798","Wyoming",2024-02-03,0.99
"5799","Alaska",2024-02-10,0.55
"5800","Arkansas",2024-02-10,0.3
"5801","California",2024-02-10,0.32
"5802","Connecticut",2024-02-10,0.11
"5803","Hawaii",2024-02-10,0.21
"5804","Louisiana",2024-02-10,0.11
"5805","Maryland",2024-02-10,0.17
"5806","Massachusetts",2024-02-10,0.2
"5807","Nevada",2024-02-10,0.45
"5808","New Hampshire",2024-02-10,0.3
"5809","New Mexico",2024-02-10,0.85
"5810","Pennsylvania",2024-02-10,0.23
"5811","Texas",2024-02-10,0.2
"5812","Wisconsin",2024-02-10,0.77
"5813","Alaska",2024-02-17,0.46
"5814","Delaware",2024-02-17,0.16
"5815","Florida",2024-02-17,0.11
"5816","Hawaii",2024-02-17,0.18
"5817","Maryland",2024-02-17,0.17
"5818","Minnesota",2024-02-17,0.91
"5819","Montana",2024-02-17,1.19
"5820","Oklahoma",2024-02-17,0.33
"5821","South Dakota",2024-02-17,1.28
"5822","Tennessee",2024-02-17,0.17
"5823","Texas",2024-02-17,0.18
"5824","Utah",2024-02-17,1
"5825","Vermont",2024-02-17,1.11
"5826","Virginia",2024-02-17,0.11
"5827","Indiana",2024-02-24,0.21
"5828","Maine",2024-02-24,0.34
"5829","Mississippi",2024-02-24,0.07
"5830","New York",2024-02-24,0.15
"5831","Ohio",2024-02-24,0.17
"5832","Oklahoma",2024-02-24,0.35
"5833","South Dakota",2024-02-24,1.45
"5834","Utah",2024-02-24,0.89
"5835","Vermont",2024-02-24,0.83
"5836","Arizona",2024-03-02,0.33
"5837","California",2024-03-02,0.18
"5838","Colorado",2024-03-02,0.39
"5839","Delaware",2024-03-02,0.12
"5840","Illinois",2024-03-02,0.29
"5841","Indiana",2024-03-02,0.18
"5842","Louisiana",2024-03-02,0.08
"5843","Massachusetts",2024-03-02,0.14
"5844","Nebraska",2024-03-02,0.34
"5845","Ohio",2024-03-02,0.14
"5846","Oregon",2024-03-02,0.32
"5847","Pennsylvania",2024-03-02,0.15
"5848","United States",2024-03-02,0.2
"5849","California",2024-03-09,0.14
"5850","Connecticut",2024-03-09,0.05
"5851","Delaware",2024-03-09,0.21
"5852","Indiana",2024-03-09,0.16
"5853","Iowa",2024-03-09,0.67
"5854","Maine",2024-03-09,0.23
"5855","Massachusetts",2024-03-09,0.09
"5856","South Carolina",2024-03-09,0.08
"5857","Vermont",2024-03-09,0.56
"5858","West Virginia",2024-03-09,0.43
"5859","Alaska",2024-03-16,0.12
"5860","Arizona",2024-03-16,0.18
"5861","Kansas",2024-03-16,0.24
"5862","New Mexico",2024-03-16,0.35
"5863","Pennsylvania",2024-03-16,0.09
"5864","South Carolina",2024-03-16,0.08
"5865","Tennessee",2024-03-16,0.12
"5866","United States",2024-03-16,0.14
"5867","Virginia",2024-03-16,0.07
"5868","Alabama",2024-03-23,0.08
"5869","District of Columbia",2024-03-23,0.04
"5870","Hawaii",2024-03-23,0.1
"5871","Idaho",2024-03-23,0.37
"5872","Indiana",2024-03-23,0.11
"5873","Maine",2024-03-23,0.11
"5874","Maryland",2024-03-23,0.07
"5875","Minnesota",2024-03-23,0.37
"5876","Nebraska",2024-03-23,0.19
"5877","New Mexico",2024-03-23,0.29
"5878","Rhode Island",2024-03-23,0.05
"5879","United States",2024-03-23,0.11
"5880","Virginia",2024-03-23,0.05
"5881","West Virginia",2024-03-23,0.26
"5882","Wisconsin",2024-03-23,0.26
"5883","Delaware",2024-03-30,0.08
"5884","Florida",2024-03-30,0.07
"5885","Hawaii",2024-03-30,0.05
"5886","Iowa",2024-03-30,0.46
"5887","Kentucky",2024-03-30,0.09
"5888","Louisiana",2024-03-30,0.08
"5889","Mississippi",2024-03-30,0.04
"5890","Nebraska",2024-03-30,0.25
"5891","North Carolina",2024-03-30,0.09
"5892","Washington",2024-03-30,0.12
"5893","Wisconsin",2024-03-30,0.19
"5894","Alaska",2024-04-06,0.13
"5895","California",2024-04-06,0.06
"5896","Georgia",2024-04-06,0.05
"5897","Louisiana",2024-04-06,0.05
"5898","Montana",2024-04-06,0.55
"5899","Nevada",2024-04-06,0.06
"5900","New Jersey",2024-04-06,0.05
"5901","New Mexico",2024-04-06,0.16
"5902","North Dakota",2024-04-06,0.41
"5903","Oklahoma",2024-04-06,0.11
"5904","Pennsylvania",2024-04-06,0.04
"5905","Rhode Island",2024-04-06,0.02
"5906","South Dakota",2024-04-06,0.6
"5907","Tennessee",2024-04-06,0.09
"5908","Utah",2024-04-06,0.24
"5909","Vermont",2024-04-06,0.13
"5910","Wisconsin",2024-04-06,0.18
"5911","Wyoming",2024-04-06,0.49
"5912","Georgia",2024-04-13,0.04
"5913","Indiana",2024-04-13,0.07
"5914","Iowa",2024-04-13,0.33
"5915","Maine",2024-04-13,0.04
"5916","Maryland",2024-04-13,0.03
"5917","Nebraska",2024-04-13,0.15
"5918","North Dakota",2024-04-13,0.14
"5919","Texas",2024-04-13,0.06
"5920","Alaska",2024-04-20,0.12
"5921","Florida",2024-04-20,0.05
"5922","Hawaii",2024-04-20,0
"5923","Idaho",2024-04-20,0.03
"5924","Illinois",2024-04-20,0.09
"5925","Maine",2024-04-20,0.05
"5926","Massachusetts",2024-04-20,0.05
"5927","Mississippi",2024-04-20,0.04
"5928","Montana",2024-04-20,0.25
"5929","Pennsylvania",2024-04-20,0.03
"5930","Rhode Island",2024-04-20,0.03
"5931","South Carolina",2024-04-20,0.05
"5932","United States",2024-04-20,0.05
"5933","Virginia",2024-04-20,0.03
"5934","Washington",2024-04-20,0.06
"5935","West Virginia",2024-04-20,0.08
"5936","Wyoming",2024-04-20,0.24
"5937","Alabama",2024-04-27,0.04
"5938","Arizona",2024-04-27,0.03
"5939","Delaware",2024-04-27,0.03
"5940","District of Columbia",2024-04-27,0.01
"5941","Florida",2024-04-27,0.05
"5942","Iowa",2024-04-27,0.11
"5943","Louisiana",2024-04-27,0.03
"5944","Massachusetts",2024-04-27,0.04
"5945","Nevada",2024-04-27,0.04
"5946","New Hampshire",2024-04-27,0.02
"5947","Ohio",2024-04-27,0.03
"5948","Texas",2024-04-27,0.05
"5949","United States",2024-04-27,0.04
"5950","Vermont",2024-04-27,0.09
"5951","Alabama",2024-05-04,0.06
"5952","California",2024-05-04,0.01
"5953","District of Columbia",2024-05-04,0
"5954","Kansas",2024-05-04,0.05
"5955","Maine",2024-05-04,0.01
"5956","Minnesota",2024-05-04,0.05
"5957","Mississippi",2024-05-04,0.02
"5958","Montana",2024-05-04,0.16
"5959","Nevada",2024-05-04,0.05
"5960","North Carolina",2024-05-04,0.04
"5961","Oklahoma",2024-05-04,0.01
"5962","Pennsylvania",2024-05-04,0.02
"5963","Texas",2024-05-04,0.04
"5964","Utah",2024-05-04,0.04
"5965","Virginia",2024-05-04,0.01
"5966","West Virginia",2024-05-04,0.07
"5967","Wyoming",2024-05-04,0.16
"5968","Arizona",2024-05-11,0.03
"5969","Colorado",2024-05-11,0.03
"5970","Delaware",2024-05-11,0.01
"5971","Illinois",2024-05-11,0.05
"5972","Kentucky",2024-05-11,0.03
"5973","Mississippi",2024-05-11,0.04
"5974","Vermont",2024-05-11,0.03
"5975","Wisconsin",2024-05-11,0.06
"5976","Wyoming",2024-05-11,0.33
"5977","District of Columbia",2024-05-18,0.04
"5978","Georgia",2024-05-18,0.02
"5979","Hawaii",2024-05-18,0.02
"5980","Iowa",2024-05-18,0.05
"5981","Maine",2024-05-18,0.01
"5982","Pennsylvania",2024-05-18,0.02
"5983","Rhode Island",2024-05-18,0.01
"5984","South Dakota",2024-05-18,0.13
"5985","Texas",2024-05-18,0.04
"5986","United States",2024-05-18,0.03
"5987","Vermont",2024-05-18,0
"5988","Georgia",2024-05-25,0.02
"5989","Iowa",2024-05-25,0.04
"5990","Louisiana",2024-05-25,0.03
"5991","Maryland",2024-05-25,0.02
"5992","Massachusetts",2024-05-25,0.02
"5993","Minnesota",2024-05-25,0.04
"5994","Oklahoma",2024-05-25,0.01
"5995","Pennsylvania",2024-05-25,0.01
"5996","Vermont",2024-05-25,0.03
"5997","California",2024-06-01,0.01
"5998","Connecticut",2024-06-01,0
"5999","Delaware",2024-06-01,0.02
"6000","Georgia",2024-06-01,0.03
"6001","Louisiana",2024-06-01,0.03
"6002","Nebraska",2024-06-01,0.03
"6003","Nevada",2024-06-01,0.02
"6004","New Hampshire",2024-06-01,0
"6005","North Dakota",2024-06-01,0
"6006","Oregon",2024-06-01,0.02
"6007","Vermont",2024-06-01,0.07
"6008","Virginia",2024-06-01,0.02
"6009","Wisconsin",2024-06-01,0.01
"6010","California",2024-06-08,0.01
"6011","Connecticut",2024-06-08,0
"6012","Iowa",2024-06-08,0.03
"6013","Kentucky",2024-06-08,0.02
"6014","Mississippi",2024-06-08,0.05
"6015","Pennsylvania",2024-06-08,0.01
"6016","Tennessee",2024-06-08,0.04
"6017","Utah",2024-06-08,0.01
"6018","Vermont",2024-06-08,0
"6019","Wisconsin",2024-06-08,0.02
"6020","Connecticut",2024-06-15,0
"6021","Delaware",2024-06-15,0
"6022","District of Columbia",2024-06-15,0.01
"6023","Iowa",2024-06-15,0.02
"6024","Montana",2024-06-15,0.05
"6025","Nebraska",2024-06-15,0.01
"6026","New Jersey",2024-06-15,0.01
"6027","North Carolina",2024-06-15,0.01
"6028","Ohio",2024-06-15,0
"6029","Pennsylvania",2024-06-15,0.01
"6030","Washington",2024-06-15,0.01
"6031","Alabama",2024-06-22,0.03
"6032","Alaska",2024-06-22,0.03
"6033","California",2024-06-22,0.01
"6034","Connecticut",2024-06-22,0.01
"6035","Delaware",2024-06-22,0.02
"6036","Maine",2024-06-22,0.02
"6037","Montana",2024-06-22,0
"6038","Nevada",2024-06-22,0.02
"6039","New Mexico",2024-06-22,0
"6040","New York",2024-06-22,0.01
"6041","Tennessee",2024-06-22,0.02
"6042","Utah",2024-06-22,0.01
"6043","Virginia",2024-06-22,0.01
"6044","Alabama",2024-06-29,0
"6045","Colorado",2024-06-29,0
"6046","Connecticut",2024-06-29,0
"6047","Florida",2024-06-29,0.04
"6048","Indiana",2024-06-29,0.01
"6049","Kansas",2024-06-29,0
"6050","Louisiana",2024-06-29,0.02
"6051","Massachusetts",2024-06-29,0.01
"6052","New Jersey",2024-06-29,0.01
"6053","New Mexico",2024-06-29,0
"6054","Ohio",2024-06-29,0.01
"6055","South Carolina",2024-06-29,0.02
"6056","Alabama",2024-07-06,0.01
"6057","Arizona",2024-07-06,0.01
"6058","Arkansas",2024-07-06,0.01
"6059","District of Columbia",2024-07-06,0.03
"6060","Hawaii",2024-07-06,0
"6061","Illinois",2024-07-06,0.02
"6062","Indiana",2024-07-06,0
"6063","Maryland",2024-07-06,0.02
"6064","Minnesota",2024-07-06,0.01
"6065","Montana",2024-07-06,0.02
"6066","Utah",2024-07-06,0.02
"6067","Arizona",2024-07-13,0.01
"6068","District of Columbia",2024-07-13,0
"6069","Georgia",2024-07-13,0
