"","state","week_end","percent_visits_rsv_state"
"3036","District of Columbia",2024-01-06,0.55
"3037","Indiana",2024-01-06,1.05
"3038","Louisiana",2024-01-06,0.45
"3039","Maryland",2024-01-06,0.77
"3040","Minnesota",2024-01-06,1.64
"3041","Mississippi",2024-01-06,0.32
"3042","Montana",2024-01-06,0.83
"3043","Nebraska",2024-01-06,0.88
"3044","North Carolina",2024-01-06,0.99
"3045","Ohio",2024-01-06,0.88
"3046","Oklahoma",2024-01-06,1.33
"3047","Pennsylvania",2024-01-06,0.93
"3048","Tennessee",2024-01-06,0.84
"3049","Utah",2024-01-06,1.7
"3050","West Virginia",2024-01-06,3.28
"3051","Arizona",2024-01-13,0.73
"3052","Connecticut",2024-01-13,0.3
"3053","Delaware",2024-01-13,0.44
"3054","Hawaii",2024-01-13,0.51
"3055","Illinois",2024-01-13,0.9
"3056","Kansas",2024-01-13,1.1
"3057","Maryland",2024-01-13,0.48
"3058","Michigan",2024-01-13,0.89
"3059","Minnesota",2024-01-13,1.37
"3060","Nebraska",2024-01-13,0.61
"3061","Oklahoma",2024-01-13,1.11
"3062","Texas",2024-01-13,0.41
"3063","Vermont",2024-01-13,1.68
"3064","Colorado",2024-01-20,0.67
"3065","Delaware",2024-01-20,0.46
"3066","District of Columbia",2024-01-20,0.22
"3067","Hawaii",2024-01-20,0.29
"3068","Idaho",2024-01-20,1
"3069","Kansas",2024-01-20,0.73
"3070","Louisiana",2024-01-20,0.21
"3071","Mississippi",2024-01-20,0.21
"3072","Nevada",2024-01-20,0.59
"3073","New York",2024-01-20,0.37
"3074","North Dakota",2024-01-20,0.94
"3075","Ohio",2024-01-20,0.48
"3076","South Carolina",2024-01-20,0.26
"3077","South Dakota",2024-01-20,0.85
"3078","Virginia",2024-01-20,0.25
"3079","Wisconsin",2024-01-20,0.99
"3080","Wyoming",2024-01-20,0.78
"3081","Alabama",2024-01-27,0.25
"3082","Arizona",2024-01-27,0.68
"3083","Arkansas",2024-01-27,0.46
"3084","Colorado",2024-01-27,0.64
"3085","Delaware",2024-01-27,0.32
"3086","Kentucky",2024-01-27,0.49
"3087","Nevada",2024-01-27,0.54
"3088","Oregon",2024-01-27,0.54
"3089","South Carolina",2024-01-27,0.22
"3090","Utah",2024-01-27,1.34
"3091","Wisconsin",2024-01-27,0.83
"3092","Alabama",2024-02-03,0.16
"3093","Arizona",2024-02-03,0.67
"3094","Delaware",2024-02-03,0.2
"3095","District of Columbia",2024-02-03,0.21
"3096","Idaho",2024-02-03,0.75
"3097","Illinois",2024-02-03,0.45
"3098","Kentucky",2024-02-03,0.36
"3099","Maryland",2024-02-03,0.16
"3100","Massachusetts",2024-02-03,0.31
"3101","Mississippi",2024-02-03,0.08
"3102","New Hampshire",2024-02-03,0.42
"3103","Oregon",2024-02-03,0.52
"3104","South Carolina",2024-02-03,0.19
"3105","South Dakota",2024-02-03,1.28
"3106","Vermont",2024-02-03,1.52
"3107","Illinois",2024-02-10,0.43
"3108","Indiana",2024-02-10,0.29
"3109","Iowa",2024-02-10,1.17
"3110","Kansas",2024-02-10,0.54
"3111","Maine",2024-02-10,0.46
"3112","Michigan",2024-02-10,0.34
"3113","New York",2024-02-10,0.2
"3114","North Carolina",2024-02-10,0.27
"3115","Oklahoma",2024-02-10,0.5
"3116","Washington",2024-02-10,0.56
"3117","California",2024-02-17,0.24
"3118","Connecticut",2024-02-17,0.14
"3119","Kansas",2024-02-17,0.49
"3120","Michigan",2024-02-17,0.34
"3121","Nevada",2024-02-17,0.43
"3122","New Hampshire",2024-02-17,0.23
"3123","New Mexico",2024-02-17,0.65
"3124","North Carolina",2024-02-17,0.24
"3125","South Carolina",2024-02-17,0.14
"3126","United States",2024-02-17,0.26
"3127","Wisconsin",2024-02-17,0.65
"3128","Alabama",2024-02-24,0.12
"3129","Colorado",2024-02-24,0.37
"3130","Florida",2024-02-24,0.11
"3131","Idaho",2024-02-24,0.76
"3132","Kansas",2024-02-24,0.37
"3133","Minnesota",2024-02-24,0.8
"3134","Montana",2024-02-24,1.16
"3135","New Jersey",2024-02-24,0.09
"3136","New Mexico",2024-02-24,0.6
"3137","Oregon",2024-02-24,0.3
"3138","West Virginia",2024-02-24,0.47
"3139","Wyoming",2024-02-24,0.88
"3140","Alabama",2024-03-02,0.12
"3141","Arkansas",2024-03-02,0.17
"3142","District of Columbia",2024-03-02,0.16
"3143","Florida",2024-03-02,0.09
"3144","Iowa",2024-03-02,0.83
"3145","Kansas",2024-03-02,0.32
"3146","Michigan",2024-03-02,0.25
"3147","Nevada",2024-03-02,0.31
"3148","New Mexico",2024-03-02,0.66
"3149","North Dakota",2024-03-02,0.74
"3150","South Dakota",2024-03-02,1.24
"3151","Utah",2024-03-02,0.67
"3152","West Virginia",2024-03-02,0.46
"3153","Wisconsin",2024-03-02,0.52
"3154","Alabama",2024-03-09,0.1
"3155","Alaska",2024-03-09,0.21
"3156","Arizona",2024-03-09,0.21
"3157","Colorado",2024-03-09,0.36
"3158","Georgia",2024-03-09,0.08
"3159","Idaho",2024-03-09,0.5
"3160","Illinois",2024-03-09,0.23
"3161","Montana",2024-03-09,0.77
"3162","New Hampshire",2024-03-09,0.22
"3163","New Mexico",2024-03-09,0.45
"3164","New York",2024-03-09,0.09
"3165","Utah",2024-03-09,0.48
"3166","Washington",2024-03-09,0.26
"3167","Arkansas",2024-03-16,0.13
"3168","Connecticut",2024-03-16,0.03
"3169","Georgia",2024-03-16,0.09
"3170","Hawaii",2024-03-16,0.06
"3171","Idaho",2024-03-16,0.36
"3172","Iowa",2024-03-16,0.72
"3173","Kentucky",2024-03-16,0.12
"3174","Maryland",2024-03-16,0.1
"3175","Michigan",2024-03-16,0.15
"3176","Nevada",2024-03-16,0.16
"3177","New Jersey",2024-03-16,0.06
"3178","New York",2024-03-16,0.07
"3179","Ohio",2024-03-16,0.12
"3180","West Virginia",2024-03-16,0.31
"3181","Alaska",2024-03-23,0.18
"3182","Arizona",2024-03-23,0.15
"3183","Colorado",2024-03-23,0.24
"3184","Georgia",2024-03-23,0.06
"3185","Kansas",2024-03-23,0.19
"3186","Louisiana",2024-03-23,0.05
"3187","Michigan",2024-03-23,0.15
"3188","Nevada",2024-03-23,0.15
"3189","New Jersey",2024-03-23,0.06
"3190","Ohio",2024-03-23,0.08
"3191","Oklahoma",2024-03-23,0.18
"3192","South Dakota",2024-03-23,0.87
"3193","Vermont",2024-03-23,0.28
"3194","Alaska",2024-03-30,0.4
"3195","Arizona",2024-03-30,0.12
"3196","Idaho",2024-03-30,0.28
"3197","Maryland",2024-03-30,0.05
"3198","Michigan",2024-03-30,0.12
"3199","Rhode Island",2024-03-30,0.04
"3200","South Dakota",2024-03-30,0.7
"3201","Tennessee",2024-03-30,0.1
"3202","Utah",2024-03-30,0.25
"3203","Wyoming",2024-03-30,0.39
"3204","Alabama",2024-04-06,0.08
"3205","Arkansas",2024-04-06,0.04
"3206","Colorado",2024-04-06,0.13
"3207","Indiana",2024-04-06,0.12
"3208","Mississippi",2024-04-06,0.04
"3209","North Carolina",2024-04-06,0.07
"3210","South Carolina",2024-04-06,0.05
"3211","United States",2024-04-06,0.09
"3212","West Virginia",2024-04-06,0.15
"3213","Alabama",2024-04-13,0.05
"3214","Alaska",2024-04-13,0.12
"3215","Connecticut",2024-04-13,0.02
"3216","District of Columbia",2024-04-13,0.08
"3217","Louisiana",2024-04-13,0.02
"3218","Minnesota",2024-04-13,0.18
"3219","Mississippi",2024-04-13,0.04
"3220","Nevada",2024-04-13,0.08
"3221","New Mexico",2024-04-13,0.13
"3222","Ohio",2024-04-13,0.07
"3223","Oklahoma",2024-04-13,0.09
"3224","Pennsylvania",2024-04-13,0.04
"3225","South Carolina",2024-04-13,0.03
"3226","Washington",2024-04-13,0.09
"3227","Delaware",2024-04-20,0.04
"3228","Georgia",2024-04-20,0.03
"3229","Kansas",2024-04-20,0.07
"3230","Louisiana",2024-04-20,0.03
"3231","New Hampshire",2024-04-20,0.13
"3232","New Jersey",2024-04-20,0.03
"3233","Oklahoma",2024-04-20,0.05
"3234","Oregon",2024-04-20,0.08
"3235","Tennessee",2024-04-20,0.06
"3236","Utah",2024-04-20,0.06
"3237","Vermont",2024-04-20,0.09
"3238","Wisconsin",2024-04-20,0.08
"3239","Connecticut",2024-04-27,0.02
"3240","Maine",2024-04-27,0.04
"3241","Nebraska",2024-04-27,0.11
"3242","New Mexico",2024-04-27,0.07
"3243","Oklahoma",2024-04-27,0.04
"3244","Pennsylvania",2024-04-27,0.03
"3245","Virginia",2024-04-27,0.02
"3246","Washington",2024-04-27,0.04
"3247","Wyoming",2024-04-27,0.16
"3248","Arizona",2024-05-04,0.03
"3249","Arkansas",2024-05-04,0.02
"3250","Colorado",2024-05-04,0.06
"3251","Georgia",2024-05-04,0.03
"3252","Indiana",2024-05-04,0.03
"3253","Nebraska",2024-05-04,0.05
"3254","South Carolina",2024-05-04,0.02
"3255","California",2024-05-11,0.01
"3256","District of Columbia",2024-05-11,0.03
"3257","Florida",2024-05-11,0.04
"3258","Hawaii",2024-05-11,0.03
"3259","Indiana",2024-05-11,0.03
"3260","Iowa",2024-05-11,0.09
"3261","Maine",2024-05-11,0.02
"3262","Massachusetts",2024-05-11,0.03
"3263","Michigan",2024-05-11,0.03
"3264","New Hampshire",2024-05-11,0
"3265","South Carolina",2024-05-11,0.03
"3266","Utah",2024-05-11,0.06
"3267","West Virginia",2024-05-11,0.07
"3268","Alaska",2024-05-18,0.03
"3269","Arkansas",2024-05-18,0.04
"3270","California",2024-05-18,0.02
"3271","Arizona",2023-12-23,0.89
"3272","Delaware",2023-12-23,0.95
"3273","Georgia",2023-12-23,0.3
"3274","Indiana",2023-12-23,1.11
"3275","Kansas",2023-12-23,1.34
"3276","Kentucky",2023-12-23,1.8
"3277","Maryland",2023-12-23,1
"3278","Montana",2023-12-23,0.59
"3279","New Hampshire",2023-12-23,1.05
"3280","New Mexico",2023-12-23,2.62
"3281","New York",2023-12-23,0.84
"3282","Oregon",2023-12-23,1.01
"3283","Rhode Island",2023-12-23,1.11
"3284","Tennessee",2023-12-23,1.06
"3285","Vermont",2023-12-23,1.48
"3286","Washington",2023-12-23,1.44
"3287","Hawaii",2023-12-30,0.54
"3288","Illinois",2023-12-30,1.28
"3289","Iowa",2023-12-30,2.06
"3290","Massachusetts",2023-12-30,1.08
"3291","New Jersey",2023-12-30,0.66
"3292","Utah",2023-12-30,1.46
"3293","Vermont",2023-12-30,1.86
"3294","Washington",2023-12-30,1.57
"3295","California",2024-01-06,0.88
"3296","Georgia",2024-01-06,0.26
"3297","Massachusetts",2024-01-06,0.86
"3298","New Hampshire",2024-01-06,0.83
"3299","New Mexico",2024-01-06,2.42
"3300","New York",2024-01-06,0.71
"3301","South Dakota",2024-01-06,0.85
"3302","Vermont",2024-01-06,1.98
"3303","Washington",2024-01-06,1.42
"3304","Wisconsin",2024-01-06,1.43
"3305","California",2024-01-13,0.6
"3306","Idaho",2024-01-13,0.86
"3307","Indiana",2024-01-13,0.68
"3308","Iowa",2024-01-13,2.01
"3309","Kentucky",2024-01-13,0.92
"3310","Maine",2024-01-13,0.9
"3311","Massachusetts",2024-01-13,0.53
"3312","Nevada",2024-01-13,0.79
"3313","New Hampshire",2024-01-13,0.65
"3314","South Dakota",2024-01-13,1
"3315","Virginia",2024-01-13,0.32
"3316","Washington",2024-01-13,0.99
"3317","West Virginia",2024-01-13,1.85
"3318","Arkansas",2024-01-20,0.8
"3319","Connecticut",2024-01-20,0.2
"3320","Indiana",2024-01-20,0.5
"3321","Iowa",2024-01-20,1.42
"3322","Montana",2024-01-20,0.75
"3323","New Jersey",2024-01-20,0.27
"3324","Utah",2024-01-20,1.26
"3325","Hawaii",2024-01-27,0.26
"3326","Idaho",2024-01-27,1.01
"3327","Kansas",2024-01-27,0.67
"3328","Maryland",2024-01-27,0.22
"3329","Massachusetts",2024-01-27,0.31
"3330","Michigan",2024-01-27,0.47
"3331","Minnesota",2024-01-27,1.16
"3332","Montana",2024-01-27,0.67
"3333","New Jersey",2024-01-27,0.21
"3334","New Mexico",2024-01-27,1.18
"3335","New York",2024-01-27,0.27
"3336","Texas",2024-01-27,0.26
"3337","Vermont",2024-01-27,1.15
"3338","Washington",2024-01-27,0.58
"3339","Wyoming",2024-01-27,0.73
"3340","California",2024-02-03,0.37
"3341","Colorado",2024-02-03,0.6
"3342","Connecticut",2024-02-03,0.15
"3343","Florida",2024-02-03,0.17
"3344","Georgia",2024-02-03,0.12
"3345","Indiana",2024-02-03,0.28
"3346","Maine",2024-02-03,0.48
"3347","Montana",2024-02-03,0.75
"3348","Nebraska",2024-02-03,0.55
"3349","New Mexico",2024-02-03,1.1
"3350","North Carolina",2024-02-03,0.37
"3351","North Dakota",2024-02-03,1
"3352","Ohio",2024-02-03,0.26
"3353","Virginia",2024-02-03,0.16
"3354","Alabama",2024-02-10,0.16
"3355","Arizona",2024-02-10,0.58
"3356","Idaho",2024-02-10,0.99
"3357","Minnesota",2024-02-10,1.09
"3358","New Jersey",2024-02-10,0.15
"3359","North Dakota",2024-02-10,0.86
"3360","Ohio",2024-02-10,0.23
"3361","Rhode Island",2024-02-10,0.1
"3362","South Carolina",2024-02-10,0.17
"3363","Tennessee",2024-02-10,0.2
"3364","Virginia",2024-02-10,0.11
"3365","West Virginia",2024-02-10,0.61
"3366","Wyoming",2024-02-10,1.43
"3367","Alabama",2024-02-17,0.15
"3368","Arizona",2024-02-17,0.45
"3369","Arkansas",2024-02-17,0.2
"3370","Colorado",2024-02-17,0.51
"3371","District of Columbia",2024-02-17,0.14
"3372","Georgia",2024-02-17,0.11
"3373","Idaho",2024-02-17,0.88
"3374","Illinois",2024-02-17,0.33
"3375","Iowa",2024-02-17,1.05
"3376","Louisiana",2024-02-17,0.1
"3377","Ohio",2024-02-17,0.2
"3378","Pennsylvania",2024-02-17,0.19
"3379","West Virginia",2024-02-17,0.76
"3380","Alaska",2024-02-24,0.53
"3381","Arkansas",2024-02-24,0.29
"3382","Delaware",2024-02-24,0.13
"3383","District of Columbia",2024-02-24,0.12
"3384","Georgia",2024-02-24,0.09
"3385","Hawaii",2024-02-24,0.14
"3386","Iowa",2024-02-24,1.1
"3387","Kentucky",2024-02-24,0.24
"3388","Nebraska",2024-02-24,0.37
"3389","Nevada",2024-02-24,0.36
"3390","New Hampshire",2024-02-24,0.14
"3391","Pennsylvania",2024-02-24,0.15
"3392","South Carolina",2024-02-24,0.11
"3393","Texas",2024-02-24,0.16
"3394","United States",2024-02-24,0.23
"3395","Washington",2024-02-24,0.48
"3396","Wisconsin",2024-02-24,0.59
"3397","Connecticut",2024-03-02,0.06
"3398","Georgia",2024-03-02,0.08
"3399","Maryland",2024-03-02,0.11
"3400","Minnesota",2024-03-02,0.6
"3401","Mississippi",2024-03-02,0.11
"3402","New Hampshire",2024-03-02,0.31
"3403","South Carolina",2024-03-02,0.09
"3404","Tennessee",2024-03-02,0.12
"3405","Texas",2024-03-02,0.14
"3406","Virginia",2024-03-02,0.07
"3407","Washington",2024-03-02,0.37
"3408","District of Columbia",2024-03-09,0.11
"3409","Hawaii",2024-03-09,0.15
"3410","Kansas",2024-03-09,0.27
"3411","Kentucky",2024-03-09,0.16
"3412","Maryland",2024-03-09,0.1
"3413","Michigan",2024-03-09,0.21
"3414","Minnesota",2024-03-09,0.45
"3415","Mississippi",2024-03-09,0.07
"3416","Nevada",2024-03-09,0.24
"3417","New Jersey",2024-03-09,0.09
"3418","Oregon",2024-03-09,0.29
"3419","Rhode Island",2024-03-09,0.02
"3420","Tennessee",2024-03-09,0.15
"3421","Texas",2024-03-09,0.11
"3422","Wisconsin",2024-03-09,0.43
"3423","Wyoming",2024-03-09,0.79
"3424","California",2024-03-16,0.1
"3425","Colorado",2024-03-16,0.28
"3426","Delaware",2024-03-16,0.07
"3427","Florida",2024-03-16,0.08
"3428","Indiana",2024-03-16,0.13
"3429","Louisiana",2024-03-16,0.06
"3430","North Dakota",2024-03-16,0.61
"3431","Oklahoma",2024-03-16,0.13
"3432","Oregon",2024-03-16,0.25
"3433","Texas",2024-03-16,0.1
"3434","Vermont",2024-03-16,0.27
"3435","Washington",2024-03-16,0.2
"3436","Wisconsin",2024-03-16,0.33
"3437","Wyoming",2024-03-16,0.81
"3438","Illinois",2024-03-23,0.15
"3439","Iowa",2024-03-23,0.49
"3440","Kentucky",2024-03-23,0.11
"3441","Mississippi",2024-03-23,0.05
"3442","New Hampshire",2024-03-23,0.1
"3443","North Dakota",2024-03-23,0.4
"3444","Pennsylvania",2024-03-23,0.06
"3445","Texas",2024-03-23,0.08
"3446","Utah",2024-03-23,0.33
"3447","Wyoming",2024-03-23,0.52
"3448","Alabama",2024-03-30,0.09
"3449","Arkansas",2024-03-30,0.08
"3450","Colorado",2024-03-30,0.19
"3451","Connecticut",2024-03-30,0.02
"3452","District of Columbia",2024-03-30,0.05
"3453","Georgia",2024-03-30,0.05
"3454","Indiana",2024-03-30,0.1
"3455","Kansas",2024-03-30,0.19
"3456","Nevada",2024-03-30,0.09
"3457","New Jersey",2024-03-30,0.05
"3458","North Dakota",2024-03-30,0.37
"3459","Texas",2024-03-30,0.07
"3460","United States",2024-03-30,0.1
"3461","Vermont",2024-03-30,0.14
"3462","Virginia",2024-03-30,0.04
"3463","Florida",2024-04-06,0.07
"3464","Iowa",2024-04-06,0.43
"3465","Kentucky",2024-04-06,0.09
"3466","Massachusetts",2024-04-06,0.06
"3467","Nebraska",2024-04-06,0.17
"3468","New Hampshire",2024-04-06,0.07
"3469","Ohio",2024-04-06,0.06
"3470","Oregon",2024-04-06,0.12
"3471","Virginia",2024-04-06,0.06
"3472","Arkansas",2024-04-13,0.05
"3473","California",2024-04-13,0.05
"3474","Delaware",2024-04-13,0.1
"3475","Illinois",2024-04-13,0.12
"3476","Kansas",2024-04-13,0.09
"3477","Massachusetts",2024-04-13,0.06
"3478","Michigan",2024-04-13,0.07
"3479","New York",2024-04-13,0.04
"3480","Rhode Island",2024-04-13,0.02
"3481","Tennessee",2024-04-13,0.07
"3482","Wyoming",2024-04-13,0.08
"3483","Arkansas",2024-04-20,0.03
"3484","California",2024-04-20,0.03
"3485","Colorado",2024-04-20,0.08
"3486","Michigan",2024-04-20,0.07
"3487","Minnesota",2024-04-20,0.14
"3488","Nebraska",2024-04-20,0.11
"3489","New Mexico",2024-04-20,0.1
"3490","North Carolina",2024-04-20,0.06
"3491","North Dakota",2024-04-20,0.12
"3492","South Dakota",2024-04-20,0.34
"3493","Alaska",2024-04-27,0.15
"3494","Arkansas",2024-04-27,0.05
"3495","California",2024-04-27,0.03
"3496","Colorado",2024-04-27,0.08
"3497","Georgia",2024-04-27,0.05
"3498","Idaho",2024-04-27,0.1
"3499","Michigan",2024-04-27,0.06
"3500","Minnesota",2024-04-27,0.08
"3501","Mississippi",2024-04-27,0.03
"3502","New Jersey",2024-04-27,0.02
"3503","North Carolina",2024-04-27,0.04
"3504","North Dakota",2024-04-27,0.05
"3505","Oregon",2024-04-27,0.05
"3506","Rhode Island",2024-04-27,0.02
"3507","South Dakota",2024-04-27,0.21
"3508","Tennessee",2024-04-27,0.06
"3509","Utah",2024-04-27,0.07
"3510","Alaska",2024-05-04,0.15
"3511","Connecticut",2024-05-04,0.01
"3512","Delaware",2024-05-04,0.04
"3513","Florida",2024-05-04,0.04
"3514","Iowa",2024-05-04,0.13
"3515","Louisiana",2024-05-04,0.02
"3516","Maryland",2024-05-04,0.02
"3517","Massachusetts",2024-05-04,0.03
"3518","New Hampshire",2024-05-04,0.02
"3519","New Jersey",2024-05-04,0.02
"3520","North Dakota",2024-05-04,0.07
"3521","Ohio",2024-05-04,0.03
"3522","Rhode Island",2024-05-04,0.01
"3523","South Dakota",2024-05-04,0.16
"3524","Tennessee",2024-05-04,0.06
"3525","Vermont",2024-05-04,0.04
"3526","Wisconsin",2024-05-04,0.05
"3527","Alaska",2024-05-11,0.12
"3528","Connecticut",2024-05-11,0
"3529","Georgia",2024-05-11,0.03
"3530","Idaho",2024-05-11,0.05
"3531","Louisiana",2024-05-11,0.04
"3532","Minnesota",2024-05-11,0.05
"3533","Nebraska",2024-05-11,0.07
"3534","New Jersey",2024-05-11,0.01
"3535","New York",2024-05-11,0.02
"3536","North Dakota",2024-05-11,0.07
"3537","Rhode Island",2024-05-11,0.02
"3538","Tennessee",2024-05-11,0.04
"3539","Virginia",2024-05-11,0.02
"3540","Washington",2024-05-11,0.02
"3541","Arizona",2024-05-18,0.02
"3542","Delaware",2024-05-18,0.05
"3543","Florida",2024-05-18,0.03
"3544","Idaho",2024-05-18,0.1
"3545","Kansas",2024-05-18,0.05
"3546","Mississippi",2024-05-18,0.03
"3547","Nevada",2024-05-18,0.02
"3548","New Jersey",2024-05-18,0.01
"3549","North Carolina",2024-05-18,0.03
"3550","North Dakota",2024-05-18,0.05
"3551","Ohio",2024-05-18,0.01
"3552","Virginia",2024-05-18,0.02
"3553","Washington",2024-05-18,0.04
"3554","West Virginia",2024-05-18,0.06
"3555","Wisconsin",2024-05-18,0.04
"3556","Alaska",2024-05-25,0.01
"3557","Maine",2024-05-25,0.02
"3558","Michigan",2024-05-25,0.01
"3559","Mississippi",2024-05-25,0.01
"3560","New Jersey",2024-05-25,0.01
"3561","New York",2024-05-25,0.02
"3562","Rhode Island",2024-05-25,0
"3563","South Carolina",2024-05-25,0.01
"3564","United States",2024-05-25,0.02
"3565","Colorado",2024-06-01,0.01
"3566","Florida",2024-06-01,0.03
"3567","Indiana",2024-06-01,0.02
"3568","Maryland",2024-06-01,0.01
"3569","Massachusetts",2024-06-01,0.02
"3570","Michigan",2024-06-01,0.01
"3571","Minnesota",2024-06-01,0.03
"3572","Mississippi",2024-06-01,0.05
"3573","New Mexico",2024-06-01,0.03
"3574","North Carolina",2024-06-01,0.01
"3575","Pennsylvania",2024-06-01,0.01
"3576","Rhode Island",2024-06-01,0
"3577","United States",2024-06-01,0.02
"3578","Washington",2024-06-01,0.01
"3579","Wyoming",2024-06-01,0.11
"3580","Alaska",2024-06-08,0.01
"3581","Idaho",2024-06-08,0.04
"3582","Illinois",2024-06-08,0.02
"3583","Maine",2024-06-08,0.01
"3584","Maryland",2024-06-08,0.02
"3585","Minnesota",2024-06-08,0.02
"3586","Nebraska",2024-06-08,0.01
"3587","New Hampshire",2024-06-08,0
"3588","New York",2024-06-08,0.01
"3589","Oregon",2024-06-08,0.02
"3590","South Carolina",2024-06-08,0.02
"3591","United States",2024-06-08,0.02
"3592","Arkansas",2024-06-15,0.04
"3593","Florida",2024-06-15,0.04
"3594","Georgia",2024-06-15,0.02
"3595","Hawaii",2024-06-15,0.02
"3596","Kansas",2024-06-15,0.01
"3597","Minnesota",2024-06-15,0.03
"3598","Mississippi",2024-06-15,0.03
"3599","Nevada",2024-06-15,0.02
"3600","New Hampshire",2024-06-15,0
"3601","Oklahoma",2024-06-15,0.01
"3602","South Carolina",2024-06-15,0.01
"3603","Texas",2024-06-15,0.03
"3604","United States",2024-06-15,0.02
"3605","Virginia",2024-06-15,0.02
"3606","Wyoming",2024-06-15,0
"3607","District of Columbia",2024-06-22,0
"3608","Illinois",2024-06-22,0.02
"3609","Kansas",2024-06-22,0.01
"3610","Massachusetts",2024-06-22,0.01
"3611","Minnesota",2024-06-22,0.01
"3612","Mississippi",2024-06-22,0.03
"3613","Nebraska",2024-06-22,0.01
"3614","New Hampshire",2024-06-22,0
"3615","North Carolina",2024-06-22,0.01
"3616","North Dakota",2024-06-22,0.03
"3617","Oklahoma",2024-06-22,0.01
"3618","Oregon",2024-06-22,0.02
"3619","Rhode Island",2024-06-22,0.01
"3620","Texas",2024-06-22,0.03
"3621","Wisconsin",2024-06-22,0.02
"3622","Alaska",2024-06-29,0
"3623","Idaho",2024-06-29,0.05
"3624","New York",2024-06-29,0.01
"3625","North Dakota",2024-06-29,0
"3626","Oregon",2024-06-29,0.01
"3627","Rhode Island",2024-06-29,0.01
"3628","South Dakota",2024-06-29,0.03
"3629","Virginia",2024-06-29,0.01
"3630","Washington",2024-06-29,0.01
"3631","Wisconsin",2024-06-29,0.01
"3632","Wyoming",2024-06-29,0
"3633","Alaska",2024-07-06,0
"3634","Colorado",2024-07-06,0
"3635","Delaware",2024-07-06,0.01
"3636","Florida",2024-07-06,0.04
"3637","Georgia",2024-07-06,0
"3638","Iowa",2024-07-06,0.02
"3639","Michigan",2024-07-06,0
"3640","Mississippi",2024-07-06,0.03
"3641","Nebraska",2024-07-06,0.01
"3642","New Hampshire",2024-07-06,0
"3643","Ohio",2024-07-06,0.01
"3644","Oklahoma",2024-07-06,0.03
"3645","South Carolina",2024-07-06,0.02
"3646","Tennessee",2024-07-06,0.02
"3647","Wisconsin",2024-07-06,0.01
"3648","Wyoming",2024-07-06,0
"3649","California",2024-07-13,0
"3650","Colorado",2024-07-13,0
"3651","Florida",2024-07-13,0.04
"3652","Iowa",2024-07-13,0.02
"3653","Louisiana",2024-07-13,0.02
"3654","Maryland",2024-07-13,0.01
"3655","Mississippi",2024-07-13,0.02
"3656","New York",2024-07-13,0.01
"3657","Oregon",2024-07-13,0.01
"3658","Tennessee",2024-07-13,0.01
"3659","United States",2024-07-13,0.01
"3660","Utah",2024-07-13,0
"3661","Colorado",2024-07-20,0
"3662","District of Columbia",2024-07-20,0.03
"3663","Georgia",2024-07-20,0.01
"3664","Hawaii",2024-07-20,0.01
"3665","Maine",2024-07-20,0
"3666","Massachusetts",2024-07-20,0
"3667","Mississippi",2024-07-20,0.03
"3668","Montana",2024-07-20,0.02
"3669","New Hampshire",2024-07-20,0
"3670","New Jersey",2024-07-20,0.01
"3671","North Carolina",2024-07-20,0.01
"3672","Ohio",2024-07-20,0
"3673","Pennsylvania",2024-07-20,0.01
"3674","United States",2024-07-20,0.01
"3675","Utah",2024-07-20,0.01
"3676","Alabama",2024-07-27,0.02
"3677","Florida",2024-07-27,0.04
"3678","Georgia",2024-07-27,0.02
"3679","Idaho",2024-07-27,0.01
"3680","Minnesota",2024-07-27,0
"3681","New Jersey",2024-07-27,0.01
"3682","New Mexico",2024-07-27,0.01
"3683","West Virginia",2024-07-27,0.01
"3684","Wisconsin",2024-07-27,0
"3685","Illinois",2024-08-03,0.01
"3686","Mississippi",2024-08-03,0.02
"3687","Montana",2024-08-03,0
"3688","Nebraska",2024-08-03,0.01
"3689","North Carolina",2024-08-03,0.01
"3690","Oregon",2024-08-03,0.01
"3691","West Virginia",2024-08-03,0.02
"3692","Wisconsin",2024-08-03,0.01
"3693","Arkansas",2024-08-10,0.01
"3694","California",2024-08-10,0.01
"3695","Georgia",2024-08-10,0.02
"3696","Illinois",2024-08-10,0.01
"3697","Kentucky",2024-08-10,0.02
"3698","Louisiana",2024-08-10,0.02
"3699","Montana",2024-08-10,0
"3700","New Jersey",2024-08-10,0.02
"3701","South Dakota",2024-08-10,0
"3702","Tennessee",2024-08-10,0.03
"3703","Utah",2024-08-10,0.01
"3704","Virginia",2024-08-10,0.01
"3705","Washington",2024-08-10,0.02
"3706","West Virginia",2024-08-10,0.01
"3707","Wyoming",2024-08-10,0
"3708","Alaska",2024-08-17,0
"3709","California",2024-08-17,0.01
"3710","Florida",2024-08-17,0.05
"3711","Idaho",2024-08-17,0
"3712","Indiana",2024-08-17,0
"3713","Iowa",2024-08-17,0.01
"3714","Kansas",2024-08-17,0.03
"3715","Maine",2024-08-17,0
"3716","Montana",2024-08-17,0
"3717","New Mexico",2024-08-17,0
"3718","Pennsylvania",2024-08-17,0
"3719","Virginia",2024-08-17,0.01
"3720","Idaho",2024-08-24,0.03
"3721","Illinois",2024-08-24,0.01
"3722","Indiana",2024-08-24,0.01
"3723","Kansas",2024-08-24,0.02
"3724","Massachusetts",2024-08-24,0.01
"3725","Mississippi",2024-08-24,0.03
